variant,path,size_bytes,init_s,cp_model_s,objective_s,gurobi_build_s,gurobi_update_s,write_s,total_s,source_csv,row_number,status,weights
cumulative_taskdecomp,data/cp_model_results/gurobi/models/data_training_1_3_user_31_sym_lb_cumulative_taskdecomp.mps,6226127,0.000206842000125107,0.01429984800006423,0.00010708900003919553,5.799681448999991,0.017686088000118616,0.13335910000000695,5.965496354000152,data/cp_model_results/gurobi/solution_data_training_1_3_gurobi_sym_lb_cumulative.csv,13,ExitStatus.FEASIBLE,"[1.0, 100.0, 1.0, 1.0, 1.0]"
nooverlap,data/cp_model_results/gurobi/models/data_training_1_3_user_31_sym_lb_nooverlap.mps,6782395,0.00024238600008175126,0.019162191000077655,5.9945000202787924e-05,4.629593321000129,0.027154817000109688,0.21447946900002535,4.890863933999981,data/cp_model_results/gurobi/solution_data_training_1_3_gurobi_sym_lb_nooverlap.csv,13,ExitStatus.FEASIBLE,"[1.0, 100.0, 1.0, 1.0, 1.0]"
