instance,user_index,variant,path,size_bytes,init_s,cp_model_s,objective_s,gurobi_build_s,gurobi_update_s,write_s,total_s,source_csv,row_number,csv_status,weights,cumulative_task_decomposition
data_training_1_5,7,cumulative,data/cp_model_results/gurobi/models/data_training_1_5_user_7_sym_lb_cumulative.mps,17173265,0.0005460899997160595,0.03793841700007761,0.0001359369998681359,21.826313691999985,0.0669107020003139,0.5750792959997852,22.507302032000098,data/cp_model_results/gurobi/solution_data_training_1_5_gurobi_sym_lb_cumulative.csv,4,ExitStatus.UNKNOWN,"[1.0, 1000000000.0, 1000000.0, 0.001, 1000.0]",True
data_training_1_5,7,nooverlap,data/cp_model_results/gurobi/models/data_training_1_5_user_7_sym_lb_nooverlap.mps,18509095,0.000270287000148528,0.053692367000166996,0.0001043850002133695,21.98929420500008,0.05867518900004143,0.48097813499998665,22.583054861000164,data/cp_model_results/gurobi/solution_data_training_1_5_gurobi_sym_lb_nooverlap.csv,4,ExitStatus.OPTIMAL,"[1.0, 1000000000.0, 1000000.0, 0.001, 1000.0]",False
