user_index,weights,status,elapsed,objectives,task_decomposition_s,native_model_build_s,solve_call_wall_s
5,"[1000000000.0, 0.001, 1000000.0, 1000.0, 1.0]",ExitStatus.FEASIBLE,602.4020583177917,"{'makespan': 0.3022222222222222, 'workstations': 10, 'employees': 2, 'robots': 1, 'employee_time': 0.41888888888888887}",0.01702525792643428,2.2773333759978414,600.1246470520273
6,"[1000000000.0, 1000.0, 0.001, 1000000.0, 1.0]",ExitStatus.OPTIMAL,485.23685229662806,"{'makespan': 0.3022222222222222, 'workstations': 8, 'employees': 3, 'robots': 0, 'employee_time': 0.4777777777777778}",0.010527167934924364,2.3280423246324062,482.9086969429627
7,"[1.0, 1000000000.0, 1000000.0, 0.001, 1000.0]",ExitStatus.OPTIMAL,12.434038178995252,"{'makespan': 1.0483333333333333, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 0.9533333333333334}",0.009107744786888361,2.559909177944064,9.874007395934314
8,"[1000.0, 1.0, 0.001, 1000000.0, 1000000000.0]",ExitStatus.OPTIMAL,21.708204286172986,"{'makespan': 0.7344444444444445, 'workstations': 8, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}",0.008944198954850435,2.190831716172397,19.517255858983845
9,"[1000.0, 1000000000.0, 1000000.0, 0.001, 1.0]",ExitStatus.OPTIMAL,40.293145085219294,"{'makespan': 1.0455555555555556, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 1.0455555555555556}",0.008293599355965853,2.035371469333768,38.25769270583987
10,"[1000000000.0, 1.0, 1000000.0, 1000.0, 0.001]",ExitStatus.FEASIBLE,602.5189781961963,"{'makespan': 0.32, 'workstations': 10, 'employees': 2, 'robots': 1, 'employee_time': 0.43333333333333335}",0.008409520145505667,2.352731683291495,600.166135745123
11,"[1000.0, 0.001, 1.0, 1000000000.0, 1000000.0]",ExitStatus.OPTIMAL,23.273277543950826,"{'makespan': 0.5788888888888889, 'workstations': 11, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}",0.012766581028699875,2.3207123619504273,20.9524431116879
12,"[1000.0, 1.0, 0.001, 1000000000.0, 1000000.0]",ExitStatus.OPTIMAL,34.01263638865203,"{'makespan': 0.5711111111111111, 'workstations': 11, 'employees': 1, 'robots': 0, 'employee_time': 0.09111111111111111}",0.010048581752926111,2.209103582892567,31.80338107375428
13,"[1000.0, 1.0, 1000000.0, 0.001, 1000000000.0]",ExitStatus.OPTIMAL,27.349878353998065,"{'makespan': 0.6625, 'workstations': 12, 'employees': 1, 'robots': 4, 'employee_time': 0.057777777777777775}",0.01043406082317233,2.5851459419354796,24.76457071909681
14,"[1.0, 1000000.0, 0.001, 1000.0, 1000000000.0]",ExitStatus.OPTIMAL,10.814776681829244,"{'makespan': 1.5177777777777777, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.057777777777777775}",0.008325411006808281,2.320697450079024,8.493990710936487
30,"[1.0, 63.841675, 1.0, 36.158325, 1.0]",ExitStatus.FEASIBLE,602.6463889870793,"{'makespan': 1.0166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 1.0}",0.009400723967701197,2.5633848439902067,600.0829048170708
31,"[1.0, 100.0, 1.0, 1.0, 1.0]",ExitStatus.FEASIBLE,602.1889354786836,"{'makespan': 1.0166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 1.0}",0.009583942126482725,2.1034810678102076,600.0853552855551
32,"[17.911133, 46.571021, 17.522982, 1.0, 17.994863]",ExitStatus.FEASIBLE,602.7047936092131,"{'makespan': 0.9755555555555555, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 0.9533333333333334}",0.009129639714956284,2.6017883862368762,600.1028977800161
33,"[23.336567, 1.0, 54.515705, 1.0, 22.147728]",ExitStatus.FEASIBLE,602.6380569376051,"{'makespan': 0.5355555555555556, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.16555555555555557}",0.01632144581526518,2.5827701878733933,600.0551111716777
34,"[38.083746, 1.0, 1.0, 1.0, 61.916254]",ExitStatus.FEASIBLE,602.448079964146,"{'makespan': 0.4666666666666667, 'workstations': 6, 'employees': 1, 'robots': 1, 'employee_time': 0.1288888888888889}",0.008514665998518467,2.388131662737578,600.0598367541097
35,"[38.621632, 1.0, 1.0, 61.378368, 1.0]",ExitStatus.FEASIBLE,602.4546398948878,"{'makespan': 0.41555555555555557, 'workstations': 6, 'employees': 1, 'robots': 0, 'employee_time': 0.37555555555555553}",0.009373368229717016,2.2802784550003707,600.1742554530501
36,"[54.476421, 1.0, 1.0, 22.531301, 22.992278]",ExitStatus.FEASIBLE,602.3616153220646,"{'makespan': 0.46805555555555556, 'workstations': 6, 'employees': 1, 'robots': 0, 'employee_time': 0.16555555555555557}",0.010084338020533323,2.259737895336002,600.1017446820624
37,"[59.470827, 40.529173, 1.0, 1.0, 1.0]",ExitStatus.FEASIBLE,602.132657721173,"{'makespan': 0.8388888888888889, 'workstations': 3, 'employees': 2, 'robots': 0, 'employee_time': 1.0888888888888888}",0.008193188346922398,2.0565383108332753,600.0760384341702
38,"[62.376987, 1.0, 37.623013, 1.0, 1.0]",ExitStatus.FEASIBLE,602.5079072844237,"{'makespan': 0.4122222222222222, 'workstations': 6, 'employees': 1, 'robots': 1, 'employee_time': 0.3322222222222222}",0.008207758888602257,2.4106235071085393,600.0971721350215
39,"[100.0, 1.0, 1.0, 1.0, 1.0]",ExitStatus.FEASIBLE,602.1436811815947,"{'makespan': 0.4022222222222222, 'workstations': 7, 'employees': 2, 'robots': 0, 'employee_time': 0.4666666666666667}",0.011142699047923088,2.040608847979456,600.1029575746506
