user_index,weights,status,elapsed,objectives,task_decomposition_s,native_model_build_s,solve_call_wall_s
5,"[1000000000.0, 0.001, 1000000.0, 1000.0, 1.0]",ExitStatus.OPTIMAL,4.516546880826354,"{'makespan': 0.22111111111111112, 'workstations': 9, 'employees': 2, 'robots': 0, 'employee_time': 0.25555555555555554}",0.007192979101091623,0.49360686307772994,4.02285284595564
6,"[1000000000.0, 1000.0, 0.001, 1000000.0, 1.0]",ExitStatus.OPTIMAL,4.88440854428336,"{'makespan': 0.22111111111111112, 'workstations': 8, 'employees': 4, 'robots': 0, 'employee_time': 0.27}",0.007572629954665899,0.6022931020706892,4.282036465127021
7,"[1.0, 1000000000.0, 1000000.0, 0.001, 1000.0]",ExitStatus.OPTIMAL,2.0047156140208244,"{'makespan': 0.5155555555555555, 'workstations': 3, 'employees': 1, 'robots': 2, 'employee_time': 0.4766666666666667}",0.0075033921748399734,0.5886384877376258,1.415998806245625
8,"[1000.0, 1.0, 0.001, 1000000.0, 1000000000.0]",ExitStatus.OPTIMAL,1.326919768936932,"{'makespan': 0.5122222222222222, 'workstations': 8, 'employees': 1, 'robots': 1, 'employee_time': 0.028888888888888888}",0.00749527383595705,0.5378199787810445,0.7889960370957851
9,"[1000.0, 1000000000.0, 1000000.0, 0.001, 1.0]",ExitStatus.OPTIMAL,1.4389279740862548,"{'makespan': 0.5277777777777778, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 0.5277777777777778}",0.007284826133400202,0.5992758856154978,0.8395726252347231
10,"[1000000000.0, 1.0, 1000000.0, 1000.0, 0.001]",ExitStatus.OPTIMAL,6.101211536675692,"{'makespan': 0.22111111111111112, 'workstations': 8, 'employees': 2, 'robots': 0, 'employee_time': 0.26666666666666666}",0.007334128953516483,0.6161785176955163,5.484904914628714
11,"[1000.0, 0.001, 1.0, 1000000000.0, 1000000.0]",ExitStatus.OPTIMAL,1.2558327410370111,"{'makespan': 0.5033333333333333, 'workstations': 9, 'employees': 1, 'robots': 0, 'employee_time': 0.04555555555555556}",0.007564196828752756,0.5897432737983763,0.6660040919668972
12,"[1000.0, 1.0, 0.001, 1000000000.0, 1000000.0]",ExitStatus.OPTIMAL,1.2633198141120374,"{'makespan': 0.5033333333333333, 'workstations': 9, 'employees': 1, 'robots': 0, 'employee_time': 0.04555555555555556}",0.007372166961431503,0.5852895360440016,0.6779286279343069
13,"[1000.0, 1.0, 1000000.0, 0.001, 1000000000.0]",ExitStatus.OPTIMAL,1.1811155048198998,"{'makespan': 0.5780555555555555, 'workstations': 7, 'employees': 1, 'robots': 3, 'employee_time': 0.028888888888888888}",0.007349228020757437,0.6008007526397705,0.5802123877219856
14,"[1.0, 1000000.0, 0.001, 1000.0, 1000000000.0]",ExitStatus.OPTIMAL,1.3804489029571414,"{'makespan': 1.001111111111111, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.028888888888888888}",0.007335184141993523,0.6118432288058102,0.7685062433592975
30,"[1.0, 63.841675, 1.0, 36.158325, 1.0]",ExitStatus.OPTIMAL,29.218678336124867,"{'makespan': 0.5166666666666667, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 0.5}",0.007136927917599678,0.565453136805445,28.65313283726573
31,"[1.0, 100.0, 1.0, 1.0, 1.0]",ExitStatus.OPTIMAL,23.300809958018363,"{'makespan': 0.5166666666666667, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 0.5}",0.0074246968142688274,0.5911671230569482,22.709558239672333
32,"[17.911133, 46.571021, 17.522982, 1.0, 17.994863]",ExitStatus.FEASIBLE,600.7263736827299,"{'makespan': 0.5166666666666667, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 0.5}",0.008784833829849958,0.6833146889694035,600.0429345746525
33,"[23.336567, 1.0, 54.515705, 1.0, 22.147728]",ExitStatus.OPTIMAL,3.366718139965087,"{'makespan': 0.30444444444444446, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.0811111111111111}",0.008546365890651941,0.6717819049954414,2.69479075493291
34,"[38.083746, 1.0, 1.0, 1.0, 61.916254]",ExitStatus.OPTIMAL,5.348445360083133,"{'makespan': 0.2688888888888889, 'workstations': 6, 'employees': 1, 'robots': 1, 'employee_time': 0.06444444444444444}",0.007822494953870773,0.6470370991155505,4.701291705947369
35,"[38.621632, 1.0, 1.0, 61.378368, 1.0]",ExitStatus.OPTIMAL,24.90993999596685,"{'makespan': 0.22777777777777777, 'workstations': 5, 'employees': 2, 'robots': 0, 'employee_time': 0.3422222222222222}",0.009316542651504278,0.6192670091986656,24.290562310721725
36,"[54.476421, 1.0, 1.0, 22.531301, 22.992278]",ExitStatus.OPTIMAL,5.7262518890202045,"{'makespan': 0.2677777777777778, 'workstations': 6, 'employees': 1, 'robots': 0, 'employee_time': 0.08444444444444445}",0.007152644917368889,0.5631085401400924,5.163034782279283
37,"[59.470827, 40.529173, 1.0, 1.0, 1.0]",ExitStatus.OPTIMAL,5.333171462174505,"{'makespan': 0.42666666666666664, 'workstations': 3, 'employees': 2, 'robots': 0, 'employee_time': 0.5444444444444444}",0.12178007792681456,0.7578393458388746,4.575169151183218
38,"[62.376987, 1.0, 37.623013, 1.0, 1.0]",ExitStatus.OPTIMAL,10.37056737113744,"{'makespan': 0.27111111111111114, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.23777777777777778}",0.007529901340603828,0.6324666799046099,9.73796638008207
39,"[100.0, 1.0, 1.0, 1.0, 1.0]",ExitStatus.OPTIMAL,14.495058741420507,"{'makespan': 0.22777777777777777, 'workstations': 5, 'employees': 2, 'robots': 0, 'employee_time': 0.3422222222222222}",0.007787792012095451,0.6360641419887543,13.8588801859878
