user_index,weights,status,elapsed,objectives,task_decomposition_s,native_model_build_s,solve_call_wall_s
5,"[1000000000.0, 0.001, 1000000.0, 1000.0, 1.0]",ExitStatus.FEASIBLE,606.1003041812219,"{'makespan': 0.43444444444444447, 'workstations': 9, 'employees': 4, 'robots': 0, 'employee_time': 0.7022222222222222}",0.02059843810275197,5.619759130291641,600.4804579280317
6,"[1000000000.0, 1000.0, 0.001, 1000000.0, 1.0]",ExitStatus.FEASIBLE,606.0217010308988,"{'makespan': 0.4822222222222222, 'workstations': 8, 'employees': 4, 'robots': 0, 'employee_time': 0.8266666666666667}",0.02178527880460024,5.633426044136286,600.3881776509807
7,"[1.0, 1000000000.0, 1000000.0, 0.001, 1000.0]",ExitStatus.OPTIMAL,22.037780893035233,"{'makespan': 1.4577777777777778, 'workstations': 3, 'employees': 1, 'robots': 2, 'employee_time': 1.43}",0.021967063657939434,6.077682442031801,15.960009940899909
8,"[1000.0, 1.0, 0.001, 1000000.0, 1000000000.0]",ExitStatus.OPTIMAL,16.524715879000723,"{'makespan': 1.9666666666666666, 'workstations': 6, 'employees': 1, 'robots': 1, 'employee_time': 0.08666666666666667}",0.021267063915729523,5.711169401183724,10.813430308829993
9,"[1000.0, 1000000000.0, 1000000.0, 0.001, 1.0]",ExitStatus.OPTIMAL,88.05602471064776,"{'makespan': 1.461111111111111, 'workstations': 3, 'employees': 1, 'robots': 3, 'employee_time': 1.4333333333333333}",0.02151085389778018,5.732455723918974,82.32348065404221
10,"[1000000000.0, 1.0, 1000000.0, 1000.0, 0.001]",ExitStatus.FEASIBLE,605.9916260731407,"{'makespan': 0.4633333333333333, 'workstations': 7, 'employees': 4, 'robots': 1, 'employee_time': 0.7877777777777778}",0.022371482104063034,5.643575840629637,600.3479290693067
11,"[1000.0, 0.001, 1.0, 1000000000.0, 1000000.0]",ExitStatus.OPTIMAL,41.52945969812572,"{'makespan': 0.7766666666666666, 'workstations': 11, 'employees': 1, 'robots': 0, 'employee_time': 0.13666666666666666}",0.024076195899397135,6.171814164612442,35.35754151130095
12,"[1000.0, 1.0, 0.001, 1000000000.0, 1000000.0]",ExitStatus.OPTIMAL,80.8279886553064,"{'makespan': 0.7766666666666666, 'workstations': 10, 'employees': 2, 'robots': 0, 'employee_time': 0.13666666666666666}",0.022777973674237728,6.007075579836965,74.82080227416009
13,"[1000.0, 1.0, 1000000.0, 0.001, 1000000000.0]",ExitStatus.OPTIMAL,17.386896626092494,"{'makespan': 1.1055555555555556, 'workstations': 8, 'employees': 1, 'robots': 4, 'employee_time': 0.08666666666666667}",0.020016910042613745,6.0002112640067935,11.386575991287827
14,"[1.0, 1000000.0, 0.001, 1000.0, 1000000000.0]",ExitStatus.OPTIMAL,23.5602310099639,"{'makespan': 2.3566666666666665, 'workstations': 5, 'employees': 4, 'robots': 1, 'employee_time': 0.08666666666666667}",0.024387666024267673,6.175074515398592,17.385049671866
30,"[1.0, 63.841675, 1.0, 36.158325, 1.0]",ExitStatus.FEASIBLE,606.3350029638968,"{'makespan': 1.5166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 1.5}",0.023991138208657503,6.2130243089050055,600.121881310828
31,"[1.0, 100.0, 1.0, 1.0, 1.0]",ExitStatus.FEASIBLE,606.2607095628045,"{'makespan': 1.5166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 1.5}",0.02203075075522065,6.121379814110696,600.1392386718653
32,"[17.911133, 46.571021, 17.522982, 1.0, 17.994863]",ExitStatus.FEASIBLE,606.1101335557178,"{'makespan': 1.4522222222222223, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 1.43}",0.029074259102344513,5.972058297600597,600.1379812159576
33,"[23.336567, 1.0, 54.515705, 1.0, 22.147728]",ExitStatus.FEASIBLE,606.3306081779301,"{'makespan': 0.6888888888888889, 'workstations': 6, 'employees': 1, 'robots': 1, 'employee_time': 0.19333333333333333}",0.02775474824011326,6.1248790067620575,600.2056137002073
34,"[38.083746, 1.0, 1.0, 1.0, 61.916254]",ExitStatus.FEASIBLE,605.7769547179341,"{'makespan': 0.6888888888888889, 'workstations': 10, 'employees': 1, 'robots': 1, 'employee_time': 0.12222222222222222}",0.020991464145481586,5.490535206161439,600.2863118690439
35,"[38.621632, 1.0, 1.0, 61.378368, 1.0]",ExitStatus.FEASIBLE,605.8563950317912,"{'makespan': 0.5533333333333333, 'workstations': 7, 'employees': 1, 'robots': 0, 'employee_time': 0.5144444444444445}",0.0266593131236732,5.679548575077206,600.1767257661559
36,"[54.476421, 1.0, 1.0, 22.531301, 22.992278]",ExitStatus.FEASIBLE,606.4597903201357,"{'makespan': 0.5302777777777777, 'workstations': 8, 'employees': 1, 'robots': 0, 'employee_time': 0.4022222222222222}",0.02077666064724326,6.2681238278746605,600.1915527023375
37,"[59.470827, 40.529173, 1.0, 1.0, 1.0]",ExitStatus.FEASIBLE,606.2760864491574,"{'makespan': 1.251111111111111, 'workstations': 3, 'employees': 2, 'robots': 0, 'employee_time': 1.6333333333333333}",0.02190537191927433,6.114524277858436,600.1614736281335
38,"[62.376987, 1.0, 37.623013, 1.0, 1.0]",ExitStatus.FEASIBLE,606.5868247440085,"{'makespan': 0.5644444444444444, 'workstations': 7, 'employees': 1, 'robots': 0, 'employee_time': 0.5533333333333333}",0.021221022121608257,6.294220781419426,600.2924878112972
39,"[100.0, 1.0, 1.0, 1.0, 1.0]",ExitStatus.FEASIBLE,607.4542902549729,"{'makespan': 0.49666666666666665, 'workstations': 10, 'employees': 3, 'robots': 0, 'employee_time': 0.7255555555555555}",0.028992778155952692,7.2988306558690965,600.1552812522277
